<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
23/10/18,112160,112180,112140,112170
23/10/18,112160,112200,112090,112110
23/10/18,112110,112170,112100,112140
23/10/18,112140,112180,112120,112180
23/10/18,112160,112190,112140,112170
23/10/18,112180,112230,112170,112180
23/10/18,112180,112200,112120,112130
23/10/18,112130,112240,112120,112230
23/10/18,112230,112240,112140,112140
23/10/18,112140,112150,112090,112130
23/10/18,112120,112130,112060,112090
23/10/18,112090,112140,112080,112090
23/10/18,112100,112120,112070,112090
23/10/18,112090,112110,111990,112010
23/10/18,112010,112020,111960,112010
23/10/18,112010,112040,111990,112030
23/10/18,112020,112030,111990,112030
23/10/18,112030,112070,112010,112050
23/10/18,112050,112060,112020,112030
23/10/18,112030,112050,112010,112040
23/10/18,112040,112040,111990,111990
23/10/18,111990,112030,111970,112030
23/10/18,112030,112040,111910,111940
23/10/18,111950,111980,111940,111950
23/10/18,111950,111980,111920,111940
23/10/18,111940,111960,111910,111930
23/10/18,111930,112010,111920,111980
23/10/18,111970,112000,111920,111940
23/10/18,111940,111940,111870,111910
23/10/18,111910,111940,111860,111870
23/10/18,111870,111920,111850,111910
23/10/18,111890,111930,111830,111900
23/10/18,111900,111940,111880,111940
23/10/18,111940,111950,111920,111920
23/10/18,111920,111930,111860,111890
23/10/18,111870,111910,111860,111870
23/10/18,111880,111920,111870,111920
23/10/18,111920,111940,111890,111940
23/10/18,111940,111950,111910,111950
23/10/18,111950,111950,111880,111890
23/10/18,111900,111920,111850,111850
23/10/18,111850,111860,111820,111860
23/10/18,111860,111900,111860,111900
23/10/18,111880,111900,111880,111890
23/10/18,111890,111890,111870,111890
23/10/18,111900,111940,111890,111940
23/10/18,111930,111930,111890,111890
23/10/18,111900,111940,111900,111940
23/10/18,111940,111960,111920,111930
23/10/18,111920,111930,111910,111910
23/10/18,111920,111920,111910,111920
23/10/18,111910,111920,111820,111830
23/10/18,111830,111880,111800,111880
23/10/18,111880,111880,111840,111860
23/10/18,111840,111890,111840,111890
23/10/18,111880,111910,111870,111910
23/10/18,111900,111900,111880,111890
23/10/18,111890,111900,111890,111900
23/10/18,111900,111920,111900,111920
23/10/18,111910,111910,111900,111900
23/10/18,111900,111900,111870,111890
23/10/18,111880,111880,111680,111780
23/10/18,111770,111800,111730,111740
23/10/18,111760,111830,111740,111770
23/10/18,111760,111830,111750,111820
23/10/18,111800,111840,111790,111840
23/10/18,111850,111850,111800,111830
23/10/18,111840,111850,111830,111850
23/10/18,111840,111880,111830,111880
23/10/18,111860,111860,111840,111860
23/10/18,111850,111860,111830,111830
23/10/18,111840,111840,111780,111800
23/10/18,111810,111820,111780,111800
23/10/18,111800,111830,111750,111770
23/10/18,111750,111840,111740,111830
23/10/18,111830,111830,111780,111780
23/10/18,111800,111830,111790,111820
23/10/18,111830,111850,111810,111850
23/10/18,111850,111850,111840,111850
23/10/18,111860,112040,111860,111990
23/10/18,111980,112000,111910,111910
21/11/18,110310,111340,110310,111310
21/11/18,111300,111400,111170,111290
21/11/18,111290,111350,111210,111210
21/11/18,111220,111290,111170,111200
21/11/18,111210,111320,111170,111310
21/11/18,111310,111320,111230,111270
21/11/18,111270,111280,111140,111160
21/11/18,111160,111180,111110,111180
21/11/18,111180,111250,111180,111230
21/11/18,111240,111280,111210,111280
21/11/18,111280,111340,111210,111240
21/11/18,111240,111360,111220,111350
21/11/18,111350,111470,111350,111470
21/11/18,111470,111490,111380,111380
21/11/18,111380,111430,111360,111380
21/11/18,111380,111430,111330,111350
21/11/18,111360,111380,111270,111310
21/11/18,111320,111330,111230,111260
21/11/18,111260,111330,111250,111320
21/11/18,111330,111370,111310,111360
21/11/18,111360,111460,111360,111370
21/11/18,111360,111410,111320,111330
21/11/18,111340,111430,111320,111390
21/11/18,111390,111460,111370,111390
21/11/18,111390,111430,111380,111410
21/11/18,111410,111410,111330,111330
21/11/18,111340,111370,111310,111340
21/11/18,111340,111380,111330,111360
21/11/18,111370,111400,111360,111370
21/11/18,111370,111430,111370,111420
21/11/18,111430,111520,111370,111510
21/11/18,111520,111600,111510,111590
21/11/18,111600,111750,111570,111690
21/11/18,111690,111740,111660,111670
21/11/18,111680,111770,111670,111740
21/11/18,111750,111800,111670,111690
21/11/18,111690,111700,111640,111650
21/11/18,111640,111670,111630,111630
21/11/18,111630,111670,111630,111650
21/11/18,111650,111690,111640,111670
21/11/18,111670,111700,111640,111650
21/11/18,111640,111720,111640,111680
21/11/18,111670,111700,111660,111680
21/11/18,111680,111680,111470,111470
21/11/18,111470,111570,111460,111480
21/11/18,111480,111540,111470,111540
21/11/18,111530,111590,111520,111590
21/11/18,111590,111660,111540,111580
21/11/18,111600,111630,111560,111570
21/11/18,111570,111610,111570,111610
21/11/18,111590,111610,111550,111560
21/11/18,111560,111570,111520,111520
21/11/18,111520,111520,111400,111420
21/11/18,111420,111530,111420,111490
21/11/18,111500,111530,111470,111490
21/11/18,111510,111540,111480,111510
21/11/18,111500,111540,111500,111500
21/11/18,111500,111500,111420,111440
21/11/18,111440,111460,111370,111400
21/11/18,111390,111400,111320,111350
21/11/18,111360,111380,111220,111270
21/11/18,111270,111410,111260,111350
21/11/18,111370,111390,111340,111380
21/11/18,111380,111390,111150,111180
21/11/18,111180,111280,111160,111230
21/11/18,111240,111380,111210,111350
21/11/18,111350,111450,111330,111410
21/11/18,111420,111420,111340,111370
21/11/18,111390,111510,111370,111510
21/11/18,111510,111660,111510,111640
21/11/18,111630,111650,111530,111530
21/11/18,111540,111560,111520,111530
21/11/18,111530,111540,111460,111520
21/11/18,111520,111540,111470,111500
21/11/18,111480,111640,111480,111570
21/11/18,111570,111600,111550,111600
21/11/18,111590,111630,111490,111610
21/11/18,111610,111630,111540,111540
21/11/18,111540,111550,111430,111440
21/11/18,111440,111450,111400,111430
21/11/18,111410,111420,111340,111400
21/11/18,111380,111440,111350,111360
21/11/18,111370,111430,111350,111430
21/11/18,111430,111460,111410,111410
21/11/18,111430,111520,111430,111480
21/11/18,111500,111500,111320,111370
21/11/18,111370,111430,111330,111410
21/11/18,111420,111420,111360,111380
21/11/18,111390,111400,111350,111370
21/11/18,111360,111410,111330,111370
21/11/18,111390,111440,111380,111390
21/11/18,111380,111380,111260,111320
21/11/18,111310,111380,111290,111350
21/11/18,111360,111360,111300,111310
21/11/18,111320,111360,111300,111330
21/11/18,111340,111380,111330,111380
21/11/18,111370,111480,111370,111450
21/11/18,111450,111480,111430,111470
21/11/18,111470,111500,111420,111420
21/11/18,111420,111550,111420,111520
21/11/18,111510,111580,111500,111550
21/11/18,111540,111540,111460,111480
21/11/18,111490,111560,111450,111530
21/11/18,111550,111630,111550,111630
21/11/18,111620,111650,111580,111620
21/11/18,111620,111720,111610,111700
21/11/18,111690,111780,111680,111760
21/11/18,111770,111780,111670,111680
21/11/18,111690,111730,111650,111650
21/11/18,111650,111690,111650,111670
21/11/18,111670,111680,111610,111620
21/11/18,111620,111630,111580,111580
21/11/18,111580,111600,111550,111550
21/11/18,111570,111630,111570,111590
21/11/18,111580,111660,111580,111660
21/11/18,111650,111650,111520,111570
21/11/18,111550,111620,111540,111620
21/11/18,111620,111650,111570,111570
21/11/18,111560,111650,111550,111640
21/11/18,111640,111780,111630,111770
21/11/18,111760,111870,111750,111830
21/11/18,111830,111850,111800,111830
21/11/18,111840,111950,111830,111870
21/11/18,111870,111880,111780,111800
21/11/18,111790,111810,111740,111760
21/11/18,111760,111820,111640,111670
21/11/18,111660,111700,111620,111650
21/11/18,111650,111670,111620,111640
21/11/18,111640,111670,111600,111630
21/11/18,111630,111650,111610,111620
21/11/18,111620,111650,111540,111560
21/11/18,111560,111690,111560,111660
21/11/18,111660,111670,111590,111610
21/11/18,111630,111640,111600,111640
21/11/18,111640,111640,111550,111550
21/11/18,111560,111590,111490,111500
21/11/18,111520,111610,111500,111570
21/11/18,111580,111580,111520,111550
21/11/18,111540,111540,111420,111440
21/11/18,111430,111450,111390,111440
21/11/18,111430,111450,111370,111440
21/11/18,111430,111520,111420,111500
21/11/18,111490,111510,111360,111360
21/11/18,111360,111430,111360,111430
21/11/18,111420,111500,111390,111500
21/11/18,111490,111500,111430,111480
21/11/18,111480,111500,111450,111480
21/11/18,111470,111530,111460,111490
21/11/18,111500,111530,111480,111490
21/11/18,111510,111550,111500,111540
21/11/18,111530,111550,111400,111470
21/11/18,111470,111490,111440,111440
21/11/18,111450,111480,111420,111470
21/11/18,111470,111530,111450,111480
21/11/18,111480,111530,111440,111520
21/11/18,111510,111590,111470,111490
21/11/18,111500,111570,111490,111540
21/11/18,111560,111680,111550,111580
21/11/18,111590,111660,111580,111620
21/11/18,111610,111620,111530,111560
21/11/18,111550,111570,111520,111530
21/11/18,111520,111550,111510,111530
21/11/18,111530,111550,111470,111480
21/11/18,111480,111490,111410,111420
21/11/18,111420,111510,111380,111460
21/11/18,111480,111560,111470,111540
21/11/18,111550,111550,111400,111420
21/11/18,111410,111450,111400,111410
21/11/18,111420,111510,111410,111510
21/11/18,111510,111510,111460,111490
21/11/18,111500,111520,111450,111480
21/11/18,111490,111540,111450,111520
21/11/18,111520,111560,111500,111550
21/11/18,111550,111580,111510,111560
21/11/18,111530,111540,111510,111530
21/11/18,111530,111560,111500,111550
21/11/18,111560,111620,111540,111610
21/11/18,111610,111640,111600,111610
21/11/18,111610,111770,111610,111710
21/11/18,111710,111760,111660,111680
21/11/18,111670,111690,111610,111690
21/11/18,111680,111740,111640,111740
21/11/18,111740,111750,111710,111740
21/11/18,111730,111840,111680,111780
21/11/18,111790,111890,111720,111850
21/11/18,111860,111890,111670,111740
21/11/18,111750,111800,111700,111710
21/11/18,111710,111740,111680,111740
21/11/18,111750,111760,111700,111750
21/11/18,111740,111830,111730,111820
21/11/18,111810,111810,111760,111780
21/11/18,111770,111850,111750,111850
21/11/18,111840,111850,111750,111780
21/11/18,111770,111800,111720,111750
21/11/18,111750,111760,111680,111680
21/11/18,111680,111790,111670,111710
21/11/18,111720,111720,111670,111710
21/11/18,111710,111750,111700,111720
21/11/18,111710,111750,111710,111740
21/11/18,111750,111760,111700,111710
21/11/18,111710,111740,111680,111740
21/11/18,111740,111740,111630,111660
21/11/18,111670,111780,111670,111760
21/11/18,111750,111810,111740,111800
21/11/18,111790,111850,111770,111820
21/11/18,111810,111820,111780,111790
21/11/18,111810,111830,111710,111720
21/11/18,111710,111750,111710,111730
21/11/18,111730,111740,111700,111700
21/11/18,111700,111740,111670,111740
21/11/18,111740,111780,111670,111690
21/11/18,111710,111750,111710,111750
21/11/18,111720,111770,111720,111730
21/11/18,111720,111730,111670,111680
21/11/18,111690,111730,111640,111650
21/11/18,111650,111660,111610,111620
21/11/18,111620,111640,111570,111620
21/11/18,111630,111650,111610,111640
21/11/18,111630,111650,111540,111560
21/11/18,111570,111630,111570,111620
21/11/18,111630,111660,111610,111610
21/11/18,111610,111640,111600,111610
21/11/18,111620,111680,111620,111650
21/11/18,111650,111710,111640,111700
21/11/18,111690,111690,111550,111550
21/11/18,111550,111610,111540,111570
21/11/18,111570,111600,111530,111580
21/11/18,111580,111590,111550,111590
21/11/18,111590,111610,111550,111550
21/11/18,111560,111600,111550,111600
21/11/18,111590,111640,111580,111640
21/11/18,111620,111670,111540,111630
21/11/18,111640,111650,111580,111610
21/11/18,111600,111670,111570,111670
21/11/18,111670,111690,111660,111680
21/11/18,111680,111770,111660,111680
21/11/18,111670,111690,111560,111560
21/11/18,111560,111570,111510,111530
21/11/18,111540,111590,111530,111550
21/11/18,111560,111600,111540,111580
21/11/18,111590,111600,111480,111560
21/11/18,111570,111580,111530,111580
21/11/18,111550,111570,111540,111570
21/11/18,111560,111590,111500,111580
21/11/18,111590,111670,111560,111660
21/11/18,111660,111750,111650,111690
21/11/18,111690,111730,111680,111700
21/11/18,111720,111720,111620,111660
21/11/18,111650,111680,111550,111570
21/11/18,111560,111600,111550,111590
21/11/18,111600,111600,111540,111550
21/11/18,111570,111600,111540,111570
21/11/18,111560,111650,111540,111630
21/11/18,111620,111660,111620,111630
21/11/18,111630,111680,111610,111610
21/11/18,111620,111620,111590,111600
21/11/18,111580,111600,111530,111530
21/11/18,111540,111700,111530,111680
21/11/18,111690,111740,111660,111690
21/11/18,111680,111720,111670,111670
21/11/18,111660,111720,111650,111680
21/11/18,111670,111700,111620,111620
21/11/18,111620,111730,111620,111710
21/11/18,111720,111730,111680,111700
21/11/18,111700,111790,111680,111730
21/11/18,111740,111780,111710,111730
21/11/18,111730,111770,111700,111740
21/11/18,111740,111870,111740,111760
21/11/18,111750,111760,111720,111750
21/11/18,111760,111780,111720,111760
21/11/18,111750,111790,111750,111780
21/11/18,111770,111810,111760,111780
21/11/18,111780,111780,111730,111730
21/11/18,111750,111760,111730,111730
21/11/18,111730,111780,111720,111750
21/11/18,111760,111810,111740,111740
21/11/18,111750,111760,111730,111740
21/11/18,111750,111750,111680,111710
21/11/18,111700,111770,111700,111730
21/11/18,111720,111750,111720,111740
21/11/18,111750,111760,111710,111750
21/11/18,111750,111750,111670,111720
21/11/18,111710,111750,111710,111720
21/11/18,111730,111760,111690,111760
21/11/18,111770,111840,111750,111800
21/11/18,111810,111840,111790,111820
21/11/18,111830,112070,111800,112040
21/11/18,112040,112120,112010,112060
21/11/18,112060,112080,112010,112020
21/11/18,112020,112040,111980,112000
21/11/18,112000,112040,111970,112010
21/11/18,112010,112030,111930,111950
21/11/18,111940,111980,111930,111950
21/11/18,111950,112000,111910,111950
21/11/18,111950,111970,111930,111960
21/11/18,111960,111960,111890,111900
21/11/18,111910,111930,111900,111920
21/11/18,111920,111960,111900,111920
21/11/18,111930,111950,111900,111910
21/11/18,111920,111960,111900,111910
21/11/18,111910,111940,111860,111880
21/11/18,111880,111960,111870,111940
21/11/18,111940,111950,111890,111920
21/11/18,111910,111910,111850,111870
21/11/18,111870,111880,111840,111860
21/11/18,111840,111920,111840,111900
21/11/18,111910,111930,111900,111910
21/11/18,111910,112000,111890,111980
21/11/18,111990,112000,111950,111960
21/11/18,111970,112000,111960,112000
21/11/18,111990,112010,111980,112010
21/11/18,112010,112010,111910,111920
21/11/18,111920,111960,111870,111940
21/11/18,111940,111940,111910,111930
21/11/18,111940,111970,111930,111970
21/11/18,111970,112060,111970,112000
21/11/18,111980,112010,111970,111990
21/11/18,111970,111980,111950,111950
21/11/18,111970,111980,111950,111950
21/11/18,111950,112010,111940,111960
21/11/18,111960,111980,111900,111980
21/11/18,111970,111990,111960,111980
21/11/18,111970,112030,111970,112030
21/11/18,112030,112100,112020,112080
21/11/18,112080,112190,112060,112140
21/11/18,112140,112210,112140,112170
21/11/18,112170,112210,112150,112200
21/11/18,112210,112210,112160,112170
21/11/18,112170,112190,112140,112160
21/11/18,112160,112190,112160,112190
21/11/18,112190,112230,112160,112160
21/11/18,112160,112170,112080,112100
21/11/18,112100,112110,112060,112100
21/11/18,112110,112140,112050,112060
21/11/18,112070,112100,112070,112100
21/11/18,112110,112120,112100,112120
21/11/18,112110,112150,112090,112140
21/11/18,112130,112140,112060,112060
21/11/18,112060,112160,112060,112140
21/11/18,112160,112180,112090,112130
21/11/18,112130,112280,112110,112210
21/11/18,112220,112230,112210,112230
21/11/18,112220,112220,112160,112190
21/11/18,112190,112240,112190,112230
21/11/18,112240,112300,112230,112290
21/11/18,112280,112330,112250,112310
21/11/18,112320,112370,112300,112360
21/11/18,112370,112370,112280,112340
21/11/18,112330,112350,112300,112340
21/11/18,112350,112350,112300,112310
21/11/18,112300,112350,112300,112340
21/11/18,112340,112350,112320,112320
21/11/18,112320,112380,112300,112380
21/11/18,112380,112430,112370,112390
21/11/18,112400,112440,112360,112430
21/11/18,112430,112470,112380,112400
21/11/18,112390,112420,112350,112390
21/11/18,112390,112440,112390,112410
21/11/18,112400,112410,112320,112350
21/11/18,112350,112380,112340,112380
21/11/18,112370,112390,112360,112370
21/11/18,112380,112380,112320,112330
21/11/18,112340,112400,112340,112380
21/11/18,112380,112400,112350,112380
21/11/18,112360,112390,112340,112380
21/11/18,112390,112400,112350,112380
21/11/18,112390,112400,112360,112370
21/11/18,112370,112380,112340,112340
21/11/18,112340,112350,112300,112300
21/11/18,112290,112340,112290,112300
21/11/18,112310,112370,112300,112370
21/11/18,112370,112370,112330,112340
21/11/18,112350,112370,112300,112310
21/11/18,112310,112350,112260,112320
21/11/18,112330,112350,112300,112320
21/11/18,112320,112330,112270,112270
21/11/18,112280,112320,112280,112290
21/11/18,112300,112310,112300,112300
21/11/18,112300,112320,112280,112290
21/11/18,112290,112350,112290,112320
21/11/18,112350,112370,112290,112310
21/11/18,112300,112330,112290,112330
21/11/18,112340,112350,112290,112300
21/11/18,112300,112310,112290,112310
21/11/18,112300,112330,112300,112300
21/11/18,112290,112360,112290,112350
21/11/18,112360,112370,112320,112330
21/11/18,112340,112360,112330,112350
21/11/18,112340,112360,112320,112360
21/11/18,112350,112370,112310,112350
21/11/18,112360,112390,112330,112340
21/11/18,112350,112450,112340,112410
21/11/18,112400,112420,112330,112370
21/11/18,112360,112370,112330,112330
21/11/18,112330,112380,112330,112330
21/11/18,112340,112370,112320,112350
21/11/18,112350,112390,112340,112370
21/11/18,112380,112390,112330,112350
21/11/18,112330,112370,112300,112310
21/11/18,112310,112370,112300,112300
21/11/18,112300,112410,112290,112390
21/11/18,112390,112400,112330,112330
21/11/18,112340,112360,112300,112300
21/11/18,112310,112390,112300,112390
21/11/18,112390,112470,112380,112420
21/11/18,112430,112470,112370,112390
21/11/18,112390,112410,112360,112400
21/11/18,112400,112670,112400,112570
21/11/18,112570,112600,112570,112580
21/11/18,112570,112630,112560,112560
21/11/18,112560,112610,112560,112600
21/11/18,112600,112610,112530,112530
21/11/18,112520,112550,112490,112530
21/11/18,112530,112550,112490,112490
21/11/18,112500,112550,112490,112510
21/11/18,112500,112530,112470,112510
21/11/18,112510,112530,112480,112500
21/11/18,112490,112500,112420,112420
21/11/18,112420,112480,112320,112340
21/11/18,112350,112370,112310,112330
21/11/18,112330,112350,112310,112330
21/11/18,112320,112410,112310,112370
21/11/18,112370,112420,112350,112350
21/11/18,112350,112350,112280,112300
21/11/18,112300,112370,112300,112370
21/11/18,112370,112370,112310,112340
21/11/18,112340,112360,112320,112340
21/11/18,112360,112400,112250,112290
21/11/18,112280,112340,112240,112320
21/11/18,112320,112370,112290,112320
21/11/18,112340,112350,112310,112330
21/11/18,112330,112370,112310,112340
21/11/18,112330,112340,112320,112340
21/11/18,112350,112390,112350,112360
21/11/18,112360,112410,112350,112410
21/11/18,112410,112460,112390,112400
21/11/18,112400,112440,112400,112430
21/11/18,112430,112570,112420,112570
21/11/18,112570,112570,112520,112540
21/11/18,112550,112560,112530,112560
21/11/18,112540,112550,112490,112520
21/11/18,112520,112540,112490,112510
21/11/18,112530,112530,112450,112490
21/11/18,112490,112490,112470,112490
21/11/18,112490,112490,112410,112420
21/11/18,112440,112480,112350,112450
21/11/18,112470,112630,112460,112620
21/11/18,112610,112650,112560,112580
21/11/18,112580,112700,112530,112580
21/11/18,112590,112590,112510,112530
21/11/18,112540,112620,112530,112570
21/11/18,112570,112590,112430,112470
21/11/18,112470,112530,112460,112520
21/11/18,112510,112550,112390,112420
21/11/18,112430,112510,112420,112480
21/11/18,112500,112510,112410,112410
21/11/18,112410,112440,112350,112370
21/11/18,112360,112420,112290,112400
21/11/18,112390,112430,112360,112380
21/11/18,112390,112500,112390,112480
21/11/18,112470,112560,112470,112560
21/11/18,112560,112610,112520,112550
21/11/18,112550,112630,112540,112610
21/11/18,112620,112660,112570,112600
21/11/18,112600,112650,112500,112530
21/11/18,112520,112580,112500,112550
21/11/18,112560,112580,112520,112530
21/11/18,112540,112650,112540,112650
21/11/18,112640,112690,112580,112670
21/11/18,112670,112750,112650,112670
21/11/18,112670,112690,112610,112650
21/11/18,112660,112680,112610,112650
21/11/18,112640,112730,112630,112660
21/11/18,112670,112670,112570,112590
21/11/18,112600,112680,112570,112660
21/11/18,112670,112740,112660,112720
21/11/18,112720,112740,112590,112600
21/11/18,112600,112640,112540,112610
21/11/18,112610,112660,112600,112640
21/11/18,112630,112680,112610,112650
21/11/18,112650,112660,112630,112650
21/11/18,112640,112690,112590,112590
21/11/18,112590,112630,112560,112620
21/11/18,112630,112650,112590,112620
21/11/18,112620,112630,112580,112630
21/11/18,112630,112690,112610,112680
21/11/18,112670,112690,112560,112570
21/11/18,112580,112610,112530,112530
21/11/18,112550,112620,112530,112620
21/11/18,112610,112620,112540,112580
21/11/18,112580,112680,112580,112620
21/11/18,112630,112650,112600,112630
21/11/18,112630,112730,112630,112710
21/11/18,112710,112710,112640,112640
21/11/18,112640,112690,112640,112690
21/11/18,112700,112700,112570,112570
21/11/18,112570,112660,112570,112660
21/11/18,112660,112690,112630,112670
21/11/18,112680,112710,112650,112650
21/11/18,112660,112740,112660,112740
21/11/18,112720,112850,112720,112780
21/11/18,112780,112800,112770,112790
21/11/18,112790,112830,112770,112780
21/11/18,112770,112820,112770,112790
21/11/18,112790,112940,112790,112900
21/11/18,112880,112900,112700,112730
21/11/18,112740,112780,112710,112770
21/11/18,112770,112820,112750,112780
21/11/18,112790,112820,112720,112740
21/11/18,112740,112750,112690,112700
21/11/18,112700,112720,112670,112680
21/11/18,112680,112700,112610,112630
21/11/18,112630,112640,112570,112600
21/11/18,112610,112680,112580,112610
21/11/18,112620,112720,112610,112690
21/11/18,112680,112750,112680,112730
21/11/18,112740,112760,112650,112660
21/11/18,112670,112700,112630,112640
21/11/18,112640,112700,112600,112610
21/11/18,112600,112660,112590,112640
21/11/18,112570,112570,112320,112430
21/11/18,112420,112470,112400,112430
21/11/18,112410,112510,112410,112500
21/11/18,112490,112530,112490,112530
21/11/18,112540,112540,112480,112510
21/11/18,112490,112510,112480,112500
21/11/18,112500,112530,112500,112520
21/11/18,112520,112560,112510,112510
21/11/18,112520,112550,112520,112550
21/11/18,112540,112560,112520,112550
21/11/18,112560,112650,112560,112630
21/11/18,112630,112700,112610,112700
21/11/18,112700,112730,112680,112710
21/11/18,112730,112750,112680,112700
21/11/18,112710,112760,112700,112750
21/11/18,112760,112810,112750,112760
21/11/18,112760,112800,112760,112800
21/11/18,112810,112840,112770,112820
21/11/18,112830,112860,112820,112840
21/11/18,112830,112870,112820,112860
21/11/18,112870,112910,112850,112890
21/11/18,112890,113030,112890,112950
21/11/18,112960,113000,112950,112990
21/11/18,112990,113020,112970,112970
21/11/18,112980,112980,112920,112950
21/11/18,112960,113080,112960,113030
21/11/18,113020,113050,112990,113050
21/11/18,113050,113110,112970,112970
21/11/18,112980,113080,112980,113040
21/11/18,113030,113070,113000,113050
21/11/18,113060,113100,113050,113070
21/11/18,113080,113180,113060,113150
21/11/18,113150,113280,113150,113270
21/11/18,113270,113290,113230,113260
21/11/18,113250,113250,113200,113230
21/11/18,113230,113290,113220,113260
21/11/18,113270,113280,113240,113260
21/11/18,113250,113340,113230,113250
21/11/18,113250,113300,113240,113290
21/11/18,113300,113420,113290,113360
21/11/18,113370,113530,113370,113510
21/11/18,113500,113510,113410,113450
21/11/18,113450,113490,113410,113410
21/11/18,113400,113430,113370,113390
21/11/18,113400,113430,113380,113400
21/11/18,113410,113430,113360,113360
21/11/18,113360,113410,113360,113370
21/11/18,113360,113410,113350,113410
21/11/18,113410,113470,113400,113420
21/11/18,113430,113490,113420,113420
21/11/18,113420,113430,113370,113370
21/11/18,113370,113380,113320,113360
21/11/18,113370,113420,113340,113350
21/11/18,113350,113380,113330,113340
21/11/18,113350,113350,113330,113340
21/11/18,113330,113350,113320,113320
21/11/18,113330,113340,113290,113320
21/11/18,113320,113350,113320,113350
21/11/18,113340,113390,113340,113390
21/11/18,113390,113410,113370,113380
21/11/18,113380,113400,113350,113370
21/11/18,113360,113360,113330,113350
21/11/18,113360,113370,113330,113340
21/11/18,113330,113340,113250,113290
21/11/18,113300,113320,113270,113300
21/11/18,113290,113300,113210,113230
21/11/18,113250,113270,113240,113260
21/11/18,113250,113290,113230,113250
21/11/18,113250,113280,113250,113250
21/11/18,113260,113270,113210,113220
21/11/18,113230,113240,113210,113230
21/11/18,113230,113250,113210,113230
21/11/18,113230,113250,113220,113220
21/11/18,113220,113250,113220,113220
21/11/18,113230,113290,113230,113270
21/11/18,113280,113290,113260,113270
21/11/18,113290,113330,113280,113320
21/11/18,113310,113320,113260,113280
21/11/18,113270,113270,113220,113220
21/11/18,113220,113250,113210,113240
21/11/18,113240,113280,113240,113280
21/11/18,113290,113290,113260,113260
21/11/18,113270,113280,113260,113280
21/11/18,113270,113280,113250,113250
21/11/18,113250,113260,113230,113230
21/11/18,113240,113270,113210,113270
21/11/18,113270,113300,113270,113270
21/11/18,113270,113270,113240,113270
21/11/18,113270,113280,113240,113280
21/11/18,113290,113320,113270,113300
21/11/18,113300,113360,113300,113340
21/11/18,113350,113350,113300,113320
21/11/18,113310,113320,113290,113300
21/11/18,113300,113320,113270,113280
21/11/18,113270,113330,113270,113300
21/11/18,113320,113320,113300,113300
21/11/18,113300,113310,113280,113280
21/11/18,113290,113350,113280,113330
21/11/18,113320,113340,113310,113310
21/11/18,113330,113330,113290,113330
21/11/18,113320,113360,113320,113350
21/11/18,113340,113390,113340,113380
21/11/18,113390,113400,113370,113370
21/11/18,113370,113380,113340,113370
21/11/18,113370,113390,113370,113370
21/11/18,113370,113400,113350,113380
21/11/18,113380,113410,113340,113400
21/11/18,113400,113440,113400,113420
21/11/18,113410,113430,113410,113410
21/11/18,113410,113430,113400,113420
21/11/18,113430,113460,113420,113440
21/11/18,113440,113440,113410,113420
21/11/18,113430,113440,113380,113390
21/11/18,113400,113420,113390,113400
21/11/18,113390,113410,113360,113390
21/11/18,113400,113430,113400,113430
21/11/18,113430,113430,113380,113400
21/11/18,113390,113400,113330,113340
21/11/18,113330,113340,113290,113300
21/11/18,113300,113320,113290,113300
21/11/18,113290,113330,113290,113300
21/11/18,113310,113330,113300,113330
21/11/18,113310,113350,113310,113330
21/11/18,113330,113350,113330,113340
21/11/18,113340,113370,113340,113360
21/11/18,113360,113360,113330,113360
21/11/18,113370,113440,113370,113400
21/11/18,113410,113450,113380,113400
21/11/18,113390,113440,113330,113340
21/11/18,113340,113360,113330,113340
21/11/18,113330,113350,113320,113330
21/11/18,113330,113340,113310,113330
21/11/18,113330,113330,113300,113310
21/11/18,113320,113350,113320,113320
21/11/18,113340,113370,113340,113370
21/11/18,113370,113370,113340,113360
21/11/18,113360,113370,113320,113330
21/11/18,113320,113350,113310,113350
21/11/18,113340,113350,113330,113350
21/11/18,113360,113380,113350,113370
21/11/18,113360,113380,113310,113330
21/11/18,113310,113320,113300,113320
21/11/18,113310,113330,113300,113310
21/11/18,113310,113330,113310,113320
21/11/18,113310,113340,113310,113330
21/11/18,113330,113340,113310,113330
21/11/18,113340,113340,113330,113340
21/11/18,113330,113350,113330,113330
21/11/18,113320,113340,113310,113330
21/11/18,113330,113340,113320,113330
21/11/18,113310,113360,113310,113350
21/11/18,113360,113360,113340,113350
21/11/18,113350,113360,113320,113320
21/11/18,113330,113340,113310,113320
21/11/18,113340,113340,113260,113270
21/11/18,113280,113290,113250,113280
21/11/18,113280,113310,113280,113280
21/11/18,113280,113330,113270,113330
21/11/18,113320,113350,113310,113320
21/11/18,113340,113370,113330,113340
21/11/18,113350,113380,113340,113380
21/11/18,113390,113410,113380,113400
21/11/18,113400,113400,113360,113390
21/11/18,113370,113420,113370,113400
21/11/18,113380,113390,113340,113370
21/11/18,113370,113410,113360,113390
21/11/18,113390,113400,113330,113360
21/11/18,113350,113350,113320,113340
21/11/18,113320,113350,113320,113350
21/11/18,113330,113350,113330,113350
21/11/18,113370,113390,113360,113370
21/11/18,113360,113370,113330,113330
21/11/18,113330,113350,113320,113350
21/11/18,113350,113350,113340,113350
